court_region,judge_id,judge_grant_rate,claim_amount,debtor_type,has_pledge,has_guarantor,case_duration,result,is_individual
Москва,judge_Москва_5,0.5375852819727232,51000.0,ФЛ,0,1,69,1,1
Свердловская обл.,judge_Свердловская обл._4,0.8,88000.0,ФЛ,0,0,85,1,1
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,10000.0,ФЛ,0,0,100,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,13000.0,ФЛ,0,0,71,0,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,268000.0,ФЛ,0,0,75,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,98000.0,ФЛ,0,0,130,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,10000.0,ФЛ,0,0,39,0,1
Москва,judge_Москва_8,0.589257975040246,33000.0,ФЛ,0,0,75,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,519000.0,ИП,0,0,75,0,0
СПб,judge_СПб_8,0.6986980958047201,69000.0,ООО (среднее),0,1,69,1,0
СПб,judge_СПб_7,0.4023670306845399,174000.0,ФЛ,0,0,88,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,498000.0,ИП,1,0,71,0,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,126000.0,ФЛ,0,0,74,1,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,757000.0,ИП,1,1,116,0,0
Москва,judge_Москва_0,0.4949765510836051,1048000.0,ИП,0,0,140,0,0
СПб,judge_СПб_5,0.5248956031914224,401000.0,ИП,0,0,97,0,0
Москва,judge_Москва_5,0.5375852819727232,728000.0,ООО (микро),0,0,66,1,0
Москва,judge_Москва_10,0.5579831812215705,496000.0,ИП,0,0,103,0,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,48000.0,ИП,0,0,73,0,0
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,56000.0,ФЛ,0,0,119,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,55000.0,ФЛ,0,0,46,1,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,748000.0,ООО (микро),1,1,79,1,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,349000.0,ООО (малое),0,0,95,0,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,142000.0,ООО (среднее),0,0,93,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,524000.0,ФЛ,1,1,115,1,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,315000.0,ФЛ,0,1,88,1,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,255000.0,ФЛ,0,0,96,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,411000.0,ФЛ,1,0,62,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,103000.0,ИП,1,0,89,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,33000.0,ФЛ,0,1,77,1,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,173000.0,ФЛ,0,0,92,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,555000.0,ФЛ,0,0,116,0,1
Москва,judge_Москва_10,0.5579831812215705,64000.0,ФЛ,0,1,50,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,464000.0,ФЛ,0,0,79,0,1
Москва,judge_Москва_6,0.34890371102553724,118000.0,ООО (малое),0,0,76,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,80000.0,ИП,0,0,84,1,0
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,111000.0,ФЛ,0,0,98,0,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,35000.0,ООО (среднее),1,0,63,1,0
Москва,judge_Москва_0,0.4949765510836051,205000.0,ИП,1,1,75,1,0
Москва,judge_Москва_9,0.4570815333069441,1990000.0,ИП,0,0,97,0,0
Москва,judge_Москва_1,0.6015433072450408,1413000.0,ФЛ,0,1,133,0,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,91000.0,ФЛ,0,0,83,0,1
Москва,judge_Москва_0,0.4949765510836051,242000.0,ФЛ,0,0,65,0,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,172000.0,ФЛ,0,0,91,0,1
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,189000.0,ООО (микро),0,0,47,1,0
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,317000.0,ФЛ,0,1,70,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,44000.0,ФЛ,0,0,68,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,457000.0,ООО (микро),0,0,102,1,0
Москва,judge_Москва_3,0.6868450123265756,128000.0,ФЛ,0,0,77,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,26000.0,ФЛ,0,0,130,0,1
СПб,judge_СПб_8,0.6986980958047201,165000.0,ООО (микро),0,0,73,1,0
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,79000.0,ООО (малое),0,1,87,1,0
Москва,judge_Москва_0,0.4949765510836051,416000.0,ФЛ,0,0,74,0,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,237000.0,ИП,0,0,99,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,149000.0,ФЛ,0,0,97,0,1
СПб,judge_СПб_3,0.30608941849439775,303000.0,ИП,0,0,85,0,0
Москва,judge_Москва_8,0.589257975040246,32000.0,ООО (микро),0,0,48,1,0
Москва,judge_Москва_5,0.5375852819727232,421000.0,ИП,0,0,36,0,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,1079000.0,ООО (малое),1,0,164,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,138000.0,ФЛ,0,0,72,1,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,525000.0,ООО (среднее),0,0,117,1,0
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,513000.0,ФЛ,0,0,85,0,1
Москва,judge_Москва_5,0.5375852819727232,102000.0,ФЛ,0,0,71,0,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,121000.0,ФЛ,0,0,94,0,1
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,408000.0,ФЛ,0,1,92,1,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,826000.0,ООО (малое),0,0,127,1,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,133000.0,ФЛ,0,0,97,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,1335000.0,ООО (малое),0,0,137,1,0
СПб,judge_СПб_5,0.5248956031914224,39000.0,ИП,0,0,54,0,0
СПб,judge_СПб_4,0.6103441225038132,120000.0,ИП,0,0,89,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,91000.0,ИП,0,0,95,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,230000.0,ООО (микро),1,0,91,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,473000.0,ООО (микро),0,1,128,1,0
Москва,judge_Москва_3,0.6868450123265756,68000.0,ФЛ,0,0,30,0,1
Москва,judge_Москва_4,0.45831731561816286,109000.0,ФЛ,0,0,61,0,1
Москва,judge_Москва_8,0.589257975040246,13000.0,ИП,0,0,57,0,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,116000.0,ФЛ,0,0,83,0,1
СПб,judge_СПб_3,0.30608941849439775,23000.0,ООО (микро),0,0,78,0,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,130000.0,ИП,1,0,90,0,0
Москва,judge_Москва_4,0.45831731561816286,229000.0,ФЛ,0,0,123,0,1
Москва,judge_Москва_3,0.6868450123265756,59000.0,ООО (среднее),0,0,54,1,0
Москва,judge_Москва_7,0.5007196575036572,115000.0,ФЛ,1,0,100,0,1
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,38000.0,ФЛ,0,0,107,0,1
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,152000.0,ИП,0,0,98,0,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,270000.0,ООО (микро),1,0,86,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,154000.0,ООО (микро),0,0,127,1,0
Москва,judge_Москва_4,0.45831731561816286,68000.0,ФЛ,0,0,62,0,1
СПб,judge_СПб_4,0.6103441225038132,361000.0,ООО (микро),1,0,98,1,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,103000.0,ООО (малое),1,0,77,1,0
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,60000.0,ООО (малое),0,0,85,0,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,718000.0,ООО (среднее),0,1,97,1,0
СПб,judge_СПб_6,0.533613288350523,10000.0,ФЛ,0,0,76,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,82000.0,ИП,0,0,110,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,455000.0,ФЛ,0,0,92,0,1
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,286000.0,ФЛ,0,0,39,1,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,265000.0,ФЛ,0,0,84,0,1
Москва,judge_Москва_4,0.45831731561816286,160000.0,ИП,0,0,92,0,0
Москва,judge_Москва_1,0.6015433072450408,100000.0,ФЛ,0,0,77,0,1
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,440000.0,ФЛ,0,0,107,0,1
Москва,judge_Москва_7,0.5007196575036572,20000.0,ФЛ,0,0,42,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,361000.0,ФЛ,0,1,106,1,1
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,77000.0,ИП,0,0,54,1,0
Москва,judge_Москва_3,0.6868450123265756,36000.0,ООО (микро),1,0,69,1,0
Москва,judge_Москва_3,0.6868450123265756,1689000.0,ООО (среднее),0,0,146,1,0
СПб,judge_СПб_8,0.6986980958047201,297000.0,ФЛ,0,0,64,0,1
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,27000.0,ООО (микро),0,0,94,1,0
СПб,judge_СПб_8,0.6986980958047201,128000.0,ФЛ,0,0,58,0,1
Москва,judge_Москва_4,0.45831731561816286,52000.0,ООО (микро),1,0,54,1,0
Москва,judge_Москва_2,0.5973860833744824,33000.0,ООО (микро),1,0,68,1,0
Москва,judge_Москва_1,0.6015433072450408,688000.0,ФЛ,0,1,101,0,1
СПб,judge_СПб_9,0.5475544822505934,431000.0,ФЛ,0,0,78,0,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,167000.0,ФЛ,0,0,69,0,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,147000.0,ФЛ,0,0,91,0,1
Москва,judge_Москва_0,0.4949765510836051,278000.0,ООО (микро),1,0,60,1,0
Москва,judge_Москва_10,0.5579831812215705,130000.0,ООО (микро),0,0,59,1,0
Москва,judge_Москва_8,0.589257975040246,84000.0,ФЛ,0,1,75,0,1
Москва,judge_Москва_3,0.6868450123265756,442000.0,ООО (микро),0,0,105,1,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,134000.0,ООО (малое),0,0,80,0,0
СПб,judge_СПб_3,0.30608941849439775,128000.0,ООО (микро),0,0,57,0,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,629000.0,ФЛ,0,0,123,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,132000.0,ФЛ,0,0,87,1,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,242000.0,ООО (среднее),0,1,85,1,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,488000.0,ФЛ,0,0,101,0,1
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,579000.0,ФЛ,0,0,154,0,1
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,123000.0,ИП,0,0,48,0,0
Москва,judge_Москва_10,0.5579831812215705,185000.0,ООО (микро),0,0,73,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,148000.0,ФЛ,0,0,67,1,1
Москва,judge_Москва_0,0.4949765510836051,1310000.0,ИП,0,0,95,0,0
Москва,judge_Москва_8,0.589257975040246,67000.0,ФЛ,0,1,86,1,1
Москва,judge_Москва_2,0.5973860833744824,248000.0,ФЛ,0,0,82,1,1
СПб,judge_СПб_6,0.533613288350523,49000.0,ФЛ,0,0,79,0,1
СПб,judge_СПб_7,0.4023670306845399,565000.0,ФЛ,0,0,115,0,1
Москва,judge_Москва_7,0.5007196575036572,362000.0,ООО (микро),0,0,60,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,123000.0,ФЛ,0,0,111,0,1
Москва,judge_Москва_4,0.45831731561816286,349000.0,ФЛ,0,0,121,0,1
СПб,judge_СПб_5,0.5248956031914224,140000.0,ООО (микро),0,0,68,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,15000.0,ООО (малое),0,0,91,1,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,275000.0,ФЛ,0,0,87,0,1
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,109000.0,ООО (среднее),0,0,109,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,99000.0,ООО (малое),0,0,78,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,836000.0,ФЛ,0,1,73,0,1
Москва,judge_Москва_8,0.589257975040246,494000.0,ФЛ,0,1,52,1,1
Москва,judge_Москва_0,0.4949765510836051,67000.0,ФЛ,0,1,72,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,109000.0,ООО (микро),1,0,95,1,0
Москва,judge_Москва_6,0.34890371102553724,41000.0,ИП,0,0,83,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,798000.0,ФЛ,0,0,123,0,1
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,622000.0,ООО (микро),0,1,115,1,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,45000.0,ФЛ,0,0,102,0,1
Москва,judge_Москва_7,0.5007196575036572,1413000.0,ФЛ,1,0,110,0,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,68000.0,ФЛ,0,1,56,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,248000.0,ООО (микро),0,0,85,1,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,168000.0,ФЛ,0,1,112,0,1
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,99000.0,ФЛ,0,0,91,1,1
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,453000.0,ООО (микро),0,0,89,1,0
СПб,judge_СПб_9,0.5475544822505934,26000.0,ФЛ,0,1,51,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,56000.0,ФЛ,0,0,75,1,1
Москва,judge_Москва_1,0.6015433072450408,468000.0,ООО (микро),0,0,43,1,0
СПб,judge_СПб_5,0.5248956031914224,159000.0,ИП,0,0,52,0,0
СПб,judge_СПб_4,0.6103441225038132,1273000.0,ФЛ,1,0,94,1,1
Москва,judge_Москва_7,0.5007196575036572,44000.0,ФЛ,0,0,78,0,1
Москва,judge_Москва_10,0.5579831812215705,64000.0,ООО (микро),0,0,67,0,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,43000.0,ООО (микро),0,0,80,1,0
Москва,judge_Москва_8,0.589257975040246,873000.0,ООО (малое),0,0,73,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,84000.0,ФЛ,0,0,84,0,1
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,149000.0,ФЛ,0,1,82,1,1
Москва,judge_Москва_8,0.589257975040246,168000.0,ИП,0,0,79,0,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,109000.0,ИП,0,0,103,1,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,93000.0,ООО (малое),0,0,84,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,230000.0,ФЛ,0,0,93,0,1
СПб,judge_СПб_1,0.6962378120346018,318000.0,ФЛ,0,0,66,1,1
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,188000.0,ФЛ,0,0,113,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,87000.0,ООО (среднее),0,0,63,0,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,948000.0,ООО (микро),0,1,100,1,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,99000.0,ФЛ,0,1,71,1,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,246000.0,ФЛ,0,0,87,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,129000.0,ООО (микро),0,0,87,1,0
Респ. Татарстан,judge_Респ. Татарстан_11,0.4934694796289753,47000.0,ФЛ,0,0,88,0,1
Москва,judge_Москва_5,0.5375852819727232,190000.0,ООО (малое),0,0,81,0,0
Москва,judge_Москва_4,0.45831731561816286,81000.0,ООО (микро),0,1,54,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,738000.0,ФЛ,0,0,106,0,1
Москва,judge_Москва_2,0.5973860833744824,778000.0,ООО (микро),0,0,82,1,0
Москва,judge_Москва_9,0.4570815333069441,119000.0,ИП,0,0,62,0,0
СПб,judge_СПб_6,0.533613288350523,91000.0,ФЛ,0,1,74,1,1
СПб,judge_СПб_6,0.533613288350523,415000.0,ФЛ,0,0,86,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,20000.0,ФЛ,0,1,55,0,1
Москва,judge_Москва_5,0.5375852819727232,244000.0,ИП,0,0,68,0,0
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,634000.0,ООО (микро),0,0,83,1,0
Москва,judge_Москва_6,0.34890371102553724,53000.0,ФЛ,0,0,77,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,474000.0,ФЛ,0,0,113,0,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,171000.0,ООО (среднее),0,0,127,1,0
Москва,judge_Москва_2,0.5973860833744824,209000.0,ФЛ,0,0,51,0,1
Москва,judge_Москва_7,0.5007196575036572,142000.0,ИП,0,0,79,0,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,40000.0,ООО (микро),0,0,78,0,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,91000.0,ФЛ,0,0,54,0,1
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,1007000.0,ООО (микро),1,0,114,1,0
Москва,judge_Москва_4,0.45831731561816286,999000.0,ФЛ,1,0,75,0,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,50000.0,ООО (микро),0,0,98,1,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,196000.0,ФЛ,0,1,121,0,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,262000.0,ООО (микро),0,0,64,1,0
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,165000.0,ФЛ,0,0,94,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,142000.0,ФЛ,0,1,69,1,1
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,40000.0,ФЛ,0,0,96,0,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,43000.0,ИП,0,0,91,0,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,100000.0,ООО (микро),0,0,83,1,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,131000.0,ИП,0,0,92,0,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,129000.0,ИП,0,0,63,0,0
Москва,judge_Москва_10,0.5579831812215705,1310000.0,ФЛ,1,0,78,0,1
Москва,judge_Москва_5,0.5375852819727232,155000.0,ООО (малое),0,0,76,1,0
Респ. Татарстан,judge_Респ. Татарстан_11,0.4934694796289753,109000.0,ИП,0,0,111,0,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,189000.0,ФЛ,0,0,118,0,1
СПб,judge_СПб_0,0.5340483498342926,94000.0,ФЛ,0,0,110,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,107000.0,ФЛ,0,1,122,0,1
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,75000.0,ООО (микро),0,0,89,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,628000.0,ООО (малое),1,1,130,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,179000.0,ООО (микро),0,0,79,1,0
Москва,judge_Москва_2,0.5973860833744824,2154000.0,ООО (среднее),1,0,120,1,0
СПб,judge_СПб_6,0.533613288350523,569000.0,ФЛ,1,0,108,0,1
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,141000.0,ООО (микро),0,0,89,0,0
СПб,judge_СПб_4,0.6103441225038132,174000.0,ООО (микро),1,0,85,1,0
СПб,judge_СПб_1,0.6962378120346018,186000.0,ФЛ,0,0,70,0,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,104000.0,ООО (малое),0,0,119,0,0
Москва,judge_Москва_5,0.5375852819727232,271000.0,ФЛ,1,0,91,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,630000.0,ООО (микро),0,0,87,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,517000.0,ООО (микро),1,0,90,0,0
СПб,judge_СПб_3,0.30608941849439775,275000.0,ФЛ,0,0,75,0,1
СПб,judge_СПб_2,0.7038714967614599,315000.0,ФЛ,0,1,49,1,1
Москва,judge_Москва_7,0.5007196575036572,162000.0,ООО (малое),0,0,78,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,665000.0,ИП,0,1,118,1,0
Москва,judge_Москва_7,0.5007196575036572,234000.0,ФЛ,0,0,61,0,1
Москва,judge_Москва_9,0.4570815333069441,102000.0,ООО (микро),0,1,55,1,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,109000.0,ИП,0,0,125,1,0
СПб,judge_СПб_6,0.533613288350523,148000.0,ФЛ,0,0,64,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,1188000.0,ООО (микро),1,0,138,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,108000.0,ФЛ,0,0,102,0,1
Москва,judge_Москва_7,0.5007196575036572,73000.0,ИП,0,0,72,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,1493000.0,ИП,0,0,122,1,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,142000.0,ООО (микро),0,0,82,0,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,104000.0,ИП,0,0,83,0,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,440000.0,ФЛ,0,0,103,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,2055000.0,ФЛ,0,1,111,1,1
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,129000.0,ИП,0,0,88,1,0
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,1748000.0,ФЛ,0,0,119,0,1
Москва,judge_Москва_5,0.5375852819727232,337000.0,ФЛ,0,0,64,0,1
СПб,judge_СПб_1,0.6962378120346018,59000.0,ООО (малое),0,0,41,1,0
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,74000.0,ООО (среднее),0,0,104,1,0
Москва,judge_Москва_0,0.4949765510836051,162000.0,ИП,1,0,58,1,0
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,434000.0,ФЛ,0,1,61,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,115000.0,ООО (среднее),0,0,94,1,0
Москва,judge_Москва_3,0.6868450123265756,66000.0,ИП,0,0,68,1,0
Москва,judge_Москва_9,0.4570815333069441,11000.0,ФЛ,0,0,72,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,51000.0,ФЛ,0,0,83,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,23000.0,ФЛ,0,0,71,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,317000.0,ФЛ,0,1,76,0,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,108000.0,ООО (малое),0,0,101,0,0
Москва,judge_Москва_8,0.589257975040246,146000.0,ФЛ,0,0,70,0,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,88000.0,ФЛ,0,0,91,0,1
СПб,judge_СПб_1,0.6962378120346018,439000.0,ООО (малое),1,0,65,1,0
Москва,judge_Москва_10,0.5579831812215705,747000.0,ФЛ,0,0,57,0,1
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,122000.0,ФЛ,0,1,58,0,1
СПб,judge_СПб_9,0.5475544822505934,179000.0,ФЛ,0,0,123,0,1
Москва,judge_Москва_7,0.5007196575036572,255000.0,ООО (малое),0,0,64,0,0
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,20000.0,ООО (среднее),1,0,81,0,0
СПб,judge_СПб_8,0.6986980958047201,146000.0,ФЛ,0,1,73,1,1
СПб,judge_СПб_7,0.4023670306845399,174000.0,ФЛ,0,0,71,0,1
СПб,judge_СПб_0,0.5340483498342926,326000.0,ФЛ,0,0,88,0,1
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,174000.0,ФЛ,0,0,109,1,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,280000.0,ООО (малое),0,0,105,1,0
СПб,judge_СПб_8,0.6986980958047201,183000.0,ФЛ,0,0,82,1,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,70000.0,ИП,0,1,109,1,0
Москва,judge_Москва_7,0.5007196575036572,108000.0,ИП,0,0,67,0,0
Свердловская обл.,judge_Свердловская обл._4,0.8,193000.0,ФЛ,0,0,106,1,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,45000.0,ИП,0,0,46,0,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,68000.0,ФЛ,0,0,82,0,1
Москва,judge_Москва_7,0.5007196575036572,1042000.0,ООО (малое),0,0,116,0,0
Москва,judge_Москва_10,0.5579831812215705,194000.0,ИП,0,0,63,1,0
Москва,judge_Москва_4,0.45831731561816286,481000.0,ФЛ,0,0,69,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,86000.0,ФЛ,0,0,87,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,265000.0,ООО (малое),0,0,128,0,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,140000.0,ИП,1,0,100,0,0
Москва,judge_Москва_4,0.45831731561816286,136000.0,ФЛ,0,1,66,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,541000.0,ИП,0,0,80,0,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,117000.0,ФЛ,0,0,67,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,274000.0,ИП,0,0,84,0,0
Москва,judge_Москва_1,0.6015433072450408,687000.0,ФЛ,0,1,89,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,428000.0,ООО (среднее),0,0,66,0,0
